Tweet,Date,Link,Images
How do you run that story with a straight face?,2025-01-21,https://x.com/JDVance/status/1881839153064939678,https://pbs.twimg.com/media/Gh2iu9SXUAE90lY?format=jpg&name=medium
All illegal aliens seeking entry into the United States should turn back now. Anyone entering the United States without authorization faces prosecution and expulsion.,2025-01-20,https://x.com/StephenM/status/1881445859159941131,No Images
"Hey Joe if we’re doing fake shit on the way out can you declare Pete Rose into the Hall of Fame? 

See you in two days!",2025-01-19,https://x.com/JDVance/status/1880770858404429843,https://pbs.twimg.com/media/GhgQ1yDXoAAbJ44?format=jpg&name=medium
"Earlier today, I called Jon Husted to congratulate him on his appointment to the United States Senate. Look forward to working with both Jon and Bernie Moreno to Make America Great Again! ",2025-01-17,https://x.com/JDVance/status/1880388171986530436,https://pbs.twimg.com/media/Ghg8VXoWAAAjcG5?format=jpg&name=medium
"The fact that this application exists is the most underreported scandal of the Biden admin. 

They made an application to facilitate illegal immigration.  It boggles the mind.",2025-01-17,https://x.com/JDVance/status/1880276923462664407,https://pbs.twimg.com/ext_tw_video_thumb/1880275897858629632/pu/img/XLYXgzZunwR1HRI2.jpg
This is an extraordinary exchange. Future AG Bondi making us all proud.,2025-01-15,https://x.com/JDVance/status/1879670995373662545,https://pbs.twimg.com/ext_tw_video_thumb/1879571466942816256/pu/img/cd76zT4CSHYOaDhj.jpg
"Pete Hegseth thinks the ""diveristy"" obsession is bad, and Senate Democrats are using this as a critique of him. 

I already liked the guy, Dems, you don't have to convince me further!",2025-01-14,https://x.com/JDVance/status/1879186781813588430,https://pbs.twimg.com/ext_tw_video_thumb/1879179847886364672/pu/img/OjUa_kMLBQ1CZAKN.jpg
Hegseth at Confirmation Hearing: My Only Special Interest Is the Warfighter,2025-01-14,https://x.com/KaelanDorr/status/1879176853597937772,No Images
Pete Hegseth will crush it today. Say a prayer for him and for the country--he's the Secretary of Defense we all need!,2025-01-14,https://x.com/JDVance/status/1879164741555528017,https://pbs.twimg.com/media/GhQgUw2WcAA3bcQ?format=png&name=small
"Hegseth was 'incredibly talented, battle-proven leader,' military evaluations show",2025-01-13,https://x.com/DonaldJTrumpJr/status/1878902627678945416,No Images
This is wild.,2025-01-13,https://x.com/JDVance/status/1878805279409943023,No Images
"I wish Joe Biden all the best, but the fact is he has left the incoming administration with a dumpster fire.

President Trump is going to have to put it out, but that's exactly what he's good at.",2025-01-12,https://x.com/JDVance/status/1878471970716561869,No Images
"First of all, I donated to the to the J6 political prisoner fund and got ROASTED for it during my senate race. I've been defending these guys for years.

Second, there were federal informants in the crowd. Do they get a pardon? I don't think so. The president saying he'll look at",2025-01-12,https://x.com/JDVance/status/1878461134589575408,No Images
Hopefully everyone is cool with me skipping the inauguration so I can go to the national title game,2025-01-11,https://x.com/JDVance/status/1877929977036886352,No Images
,2025-01-11,https://x.com/JDVance/status/1877931394329870414,https://pbs.twimg.com/media/Gg_AptWW0AAO5dv?format=jpg&name=900x900
"America faces a recruiting crisis in our military and multiple zones of danger, including at our southern border. We need strong leadership at DoD and we need it now.

The Senate must confirm Pete Hegseth, and do so quickly.",2025-01-10,https://x.com/JDVance/status/1877753430166442183,https://pbs.twimg.com/ext_tw_video_thumb/1877520278164520960/pu/img/kABkzfpC2AUgrVH5.jpg
"You’re a great soldier, a great Senator, a great friend, and you’ll be a great Vice President. 

Thank you for dedicating your life to serving our country, 
@JDVance
.",2025-01-10,https://x.com/SenJohnBarrasso/status/1877516844472430935,https://pbs.twimg.com/media/Gg5HnutWUAADq9v?format=jpg&name=medium
"This is an extremely vivid and heartbreaking example of what people in California have lost. Please say a prayer for our fellow Americans, many of whom lost everything.",2025-01-10,https://x.com/JDVance/status/1877712432396669299,https://pbs.twimg.com/amplify_video_thumb/1877457906909798400/img/T5yRPqOxnO_Nzgje.jpg
"It’s an honor of a lifetime to be a part of certifying the election of President Donald J. Trump and Vice President-elect 
@JDVance
!",2025-01-06,https://x.com/RepBoebert/status/1876359028546429243,https://pbs.twimg.com/media/Ggoql3bW4AAf5NH?format=jpg&name=medium
"Micheal Keaton should have won an Oscar for ""Multiplicity""",2025-01-05,https://x.com/JDVance/status/1875967903671140613,No Images
Looking forward to Biden giving the Presidential Medal of Freedom (posthumously) to Pol Pot and Count Dracula.,2025-01-04,https://x.com/JDVance/status/1875658777854357909,No Images
"I was proud to stand with ⁦
@berniemoreno
⁩ and ⁦
@DaveMcCormickPA
⁩ as they were sworn in to the US Senate. Congrats to them and to all of our new senators!",2025-01-03,https://x.com/JDVance/status/1875252347443552518,https://pbs.twimg.com/media/GgY8EM2WMAAPdoM?format=jpg&name=medium
"I’m not endorsing a party in the German elections, as it’s not my country and we hope to have good relations with all Germans. But this is an interesting piece. 

Also interesting; American media slanders AfD as Nazi-lite, But AfD is most popular in the same areas of Germany that",2025-01-02,https://x.com/JDVance/status/1874894133862769149,No Images
Heartbreaking violence last night in New Orleans. Such a beautiful and great American city. May God bless the victims and their families.,2025-01-01,https://x.com/JDVance/status/1874483694301565213,https://pbs.twimg.com/media/GgOA7eRXcAA_Mqj?format=jpg&name=medium
Happy new year!,2025-01-01,https://x.com/JDVance/status/1874320589998932337,https://pbs.twimg.com/media/GgLso0DWoAAgIvt?format=jpg&name=large
Community Notes wins again,2024-12-31,https://x.com/elonmusk/status/1874182589642350920,https://pbs.twimg.com/media/GgJklJWbYAAPDQx?format=jpg&name=medium
"I am admittedly biased, but I'm biased because Marc is a good dude. 

I don't believe Pearlstein's slander for a second.",2024-12-31,https://x.com/JDVance/status/1874178031407030325,No Images
"We just won a Historic Landslide and Mandate from the American People, but Senate Democrats are organizing to improperly stall and delay the confirmation process of many of our Great Nominees. They will try all sorts of tricks starting very soon. Republicans must not allow them",2024-12-31,https://x.com/realDonaldTrump/status/1874101153891295635,No Images
Jimmy Carter dedicated his life to serving this country. Our thoughts and prayers go out to his loved ones. May he Rest in Peace.,2024-12-29,https://x.com/JDVance/status/1873497057966887065,https://pbs.twimg.com/media/Gf_6yBgWQAAeElH?format=jpg&name=medium
".
@JDVance
 said it best: 

“One of the things you hear people say sometimes is that America is an idea. America is not just an idea. It is a group of people with a shared history and a common future. It is, in short, a nation.”",2024-12-27,https://x.com/CortesSteve/status/1872702377192792563,https://pbs.twimg.com/amplify_video_thumb/1872702255054376960/img/XKwFXELEMz2_4jQi.jpg
Baking some Vance family biscuits with the world’s best three-year-old sous chef. Merry Christmas everyone!,2024-12-25,https://x.com/JDVance/status/1871730366417109225,https://pbs.twimg.com/ext_tw_video_thumb/1871729854007152640/pu/img/WHG9Z6yefnHDmJsn.jpg
"Making it affordable for a hardworking young person to afford a family is the core of “America First.” 

Too many have bought the lie that the path to prosperity is to flood the nation with cheap labor. 

In the next administration, we’ll fight for American workers.",2024-12-24,https://x.com/JDVance/status/1871647272708292966,No Images
"Elon is borderline prophetic on collapsing family formation, though to be fair others have also sounded the alarm. It’s a complicated problem but a main driver is the unaffordabiity  of middle class life. 

We will fight hard to fix this. We must.",2024-12-24,https://x.com/JDVance/status/1871649461031882948,No Images
"Very odd that this happened, as Scalia died before Trump ever served as President.  (This is a supposed expert on “propaganda.”) https://x.com/ruthbenghiat/s/ruthbenghiat/status/1871051985262416254…",2024-12-23,https://x.com/BenFlowersOH/status/1871207974493958238,No Images
,2024-12-23,https://x.com/JDVance/status/1871206463315841415,https://pbs.twimg.com/media/GffcVR5XMAApAQj?format=jpg&name=medium
It’s so dangerous for people to control their borders. So so dangerous.   The dangerous level is off the charts. https://x.com/ivanastradner//ivanastradner/status/1870066205727568084…,2024-12-21,https://x.com/JDVance/status/1870448846528205242,No Images
I wonder how much money this person’s employer gets from the American taxpayer?,2024-12-21,https://x.com/JDVance/status/1870449001025466662,No Images
Who was driving the car?,2024-12-20,https://x.com/JDVance/status/1870214617156465114,No Images
Our prayers go to the people affected by this terrible attack on a Christmas market in Germany. What a ghastly attack so close to Christmas.,2024-12-20,https://x.com/JDVance/status/1870215127061987423,No Images
"President Trump commits big time to eliminating government waste during his next administration. 

So of course, Democrat leadership is whining that they're not getting their 1,500 page spending bill before his inauguration.",2024-12-19,https://x.com/JDVance/status/1869877970149552587,https://pbs.twimg.com/media/GfMkC74WMAA1y4m?format=jpg&name=medium
"A statement from President Donald J. Trump and Vice President-Elect JD Vance:

The most foolish and inept thing ever done by Congressional Republicans was allowing our country to hit the debt ceiling in 2025. It was a mistake and is now something that must be addressed.",2024-12-18,https://x.com/JDVance/status/1869495076604227726,No Images
"What should you do? 

Accept it as a sweet gesture and stop being a weirdo. 

Or: consider that the woman praying for her neighbors has it more figured out than the person whining to the paper.",2024-12-18,https://x.com/JDVance/status/1869433087287013503,https://pbs.twimg.com/media/GfGPfAYWsAAgrzr?format=jpg&name=medium
"My Dad on the left…My great grandmother on my Dad’s side was a Vance from Glasgow,KY. I think I’m related to the VP Elect ⁦Hey 
@JDVance
⁩ when’s the family reunion?",2024-12-15,https://x.com/johnrich/status/1868420581781299218,https://pbs.twimg.com/media/Ge32nXFW8AAwfTX?format=jpg&name=medium
,2024-12-15,https://x.com/JDVance/status/1868126316412682612,"https://pbs.twimg.com/media/Gezq-wFXIAAZVRy?format=jpg&name=900x900, https://pbs.twimg.com/media/Gezq-8SWQAAJRl-?format=jpg&name=900x900"
"Daniel’s a good guy, and New York’s mob district attorney tried to ruin his life for having a backbone.  

I’m grateful he accepted my invitation and hope he’s able to have fun and appreciate how much his fellow citizens admire his courage.",2024-12-13,https://x.com/JDVance/status/1867574373806215465,No Images
"Barack Obama was also Time’s person of the year.  So was Bill Clinton. 

One of President Trump’s great contributions to American society is revealing that many of our respected career bureaucrats are, in fact, fools. https://x.com/GenMhayden/sta/GenMhayden/status/1867246293967352179…",2024-12-13,https://x.com/JDVance/status/1867564580869746968,No Images
"For those keeping score at home, this was labeled a dangerous conspiracy theory months ago.",2024-12-12,https://x.com/JDVance/status/1867314158469099809,https://pbs.twimg.com/media/GengGMhWEAAj0L-?format=jpg&name=medium
"“It’s 9:48am shouldn’t you be making money?!” 
@JDVance
 on the Trading Room floor ",2024-12-12,https://x.com/margomartin/status/1867221424529912246,https://pbs.twimg.com/amplify_video_thumb/1867221326781370368/img/YodjaLm0bZp7UB7D.jpg
"Ready to ring the bell on the New York Stock Exchange.
President Trump will lead a great American comeback!",2024-12-12,https://x.com/JDVance/status/1867206354772840590,https://pbs.twimg.com/media/GemmR-AXwAEojeM?format=jpg&name=medium
"You were misled by a bureaucrat. That's actually a story, just not the one you wanted to print. 

The effort to tank Hegseth's nomination is one of the most coordinated smear campaigns I've ever seen in DC.",2024-12-11,https://x.com/JDVance/status/1866942718678798835,No Images
"It was great to see our next Vice President 
@JDVance
 last night.

Great things to come!",2024-12-11,https://x.com/RepMTG/status/1866846175216930953,https://pbs.twimg.com/media/GeheryhaEAAJiH_?format=jpg&name=medium
"An honour to catch up with incoming Vice-President 
@JDVance
. At a fraught time, America is blessed to have leadership of such calibre.",2024-12-10,https://x.com/HonTonyAbbott/status/1866508286096449853,https://pbs.twimg.com/media/GecrXPVbUAExg1o?format=jpg&name=medium
The endorsements that really matter.,2024-12-10,https://x.com/JDVance/status/1866520377327075618,No Images
,2024-12-09,https://x.com/TrumpWarRoom/status/1866266152403407071,https://pbs.twimg.com/media/GeZPLIEWkAAvzUs?format=jpg&name=large
"I have not said much about this case out of fear of (negatively) influencing the jury. 

But thank God justice was done in this case. It was a scandal Penny was ever prosecuted in the first place.",2024-12-09,https://x.com/JDVance/status/1866183954291622152,No Images
Turns out Phil Mickelson is super based and I am HERE FOR IT.,2024-12-09,https://x.com/JDVance/status/1866116578510524849,No Images
"As President Trump said, this is not our fight and we should stay out of it. 

Aside from that, opinions like the below make me nervous. The last time this guy was celebrating events in Syria we saw the mass slaughter of Christians and a refugee crisis that destabilized Europe.",2024-12-08,https://x.com/JDVance/status/1865761239802036283,No Images
"Many of ""the rebels"" are a literal offshoot of ISIS. One can hope they've moderated. Time will tell.",2024-12-08,https://x.com/JDVance/status/1865762212209480178,No Images
"Opposition fighters in Syria, in an unprecedented move, have totally taken over numerous cities, in a highly coordinated offensive, and are now on the outskirts of Damascus, obviously preparing to make a very big move toward taking out Assad. Russia, because they are so tied up",2024-12-07,https://x.com/realDonaldTrump/status/1865434273953509462,No Images
"Great to see the leader of the UK conservatives, ⁦
@KemiBadenoch
⁩ during her trip to the US. We discussed many topics, but I was unable to persuade her that coffee is much better than tea. Cheers, Kemi!",2024-12-08,https://x.com/JDVance/status/1865580812759867667,https://pbs.twimg.com/media/GePft6BXEAAZrub?format=jpg&name=medium
"One of the things that came up during my visit to NC yesterday is that a lot of families believe their temporary shelter assistance has expired. That's actually not true. If you're in Western NC, this assistance has been extended. 

The list of cooperating hotels can be found at",2024-12-07,https://x.com/JDVance/status/1865399490292633997,No Images
For those wondering what this is all about: temporary shelter assistance is a program that exists to help people who have been made homeless by a natural disaster. We want to make sure everyone in NC has a home--even a temporary home--this Christmas season!,2024-12-07,https://x.com/JDVance/status/1865399709768053013,No Images
"Usha and I spent the day in Western NC visiting with families and first responders affected by the storms and the flooding.

We will never forget you, and we will work hard in the coming months and years to help you rebuild. 

God bless you North Carolina and we'll see you soon!",2024-12-06,https://x.com/JDVance/status/1865157579866878245,No Images
"Bridge Colby makes a great point here. The ""advice and consent"" power of the senate is not a blanket veto authority.

The problem at DoD is that we keep losing wars, procurement is broken, and morale is so low we have a recruitment crisis. 

Pete was nominated to fix this.",2024-12-06,https://x.com/JDVance/status/1865050568646885880,https://pbs.twimg.com/ext_tw_video_thumb/1865005811367387137/pu/img/mIugA8rrx7Ck1dPB.jpg
"Led by President Trump, we're fighting for Pete Hegseth. And we're doing so because Pete Hegseth wil fight for our troops.

For too long, the Pentagon has been led by people who lose wars. Pete Hegseth is a man who fought in those wars.

We've got his back.",2024-12-06,https://x.com/JDVance/status/1865028676359725196,https://pbs.twimg.com/media/GeHpYtwWMAAWlrB?format=jpg&name=medium
"Canada has seen a number of church burnings in recent years thanks to anti-Christian bigotry. 

All over the world, Christians are the most persecuted religious group. 

Jamil is speaking the truth. Shame on journalists who refuse to see what's obvious.",2024-12-06,https://x.com/JDVance/status/1865026250139488423,No Images
"Congrats to 
@DavidSacks
!",2024-12-06,https://x.com/JDVance/status/1864843966379651185,"https://pbs.twimg.com/media/GeE7LhgXYAAOqrv?format=jpg&name=small, https://pbs.twimg.com/media/GeE7LhhXwAAfCSv?format=jpg&name=900x900"
Huge. Thanks to Katie for her leadership.,2024-12-05,https://x.com/JDVance/status/1864790403259453593,"https://pbs.twimg.com/media/GeEE9ryXYAAjoIc?format=jpg&name=900x900, https://pbs.twimg.com/media/GeEE9r8XwAE0VnK?format=jpg&name=small, https://pbs.twimg.com/media/GeEE9sCXMAAn4lN?format=jpg&name=small"
"Pete Hegseth's mom on Fox and Friends this morning defending her son. She points out that she sent an emotional email, and then apologized two hours later. 

The media never talks about the apology because they're trying to destroy him, not tell the truth.",2024-12-04,https://x.com/JDVance/status/1864302343652581476,No Images
And he hasn’t even been inaugurated yet,2024-12-01,https://x.com/TrumpWarRoom/status/1863338596784095246,https://pbs.twimg.com/media/GdvolCRXMAEMY2t?format=jpg&name=medium
John Bolton has been wrong about everything so I guess Kash must be pretty awesome.,2024-12-01,https://x.com/JDVance/status/1863297474028282058,No Images
"Anyone who tries to argue that Kash Patel is not qualified for FBI director role is wrong. He served as a top attorney for House Intelligence Committee, then led counterterrorism efforts for the White House in the first Trump term. He is the definition of qualified for the job.",2024-12-01,https://x.com/mboyle1/status/1863019861066096788,No Images
"To the OSU seniors on that team: 

I know it sucks to lose four to Michigan, but for your entire college career you guys have conducted yourselves like champions. I speak for nearly all of us fans when I say: we’re proud of you!",2024-11-30,https://x.com/JDVance/status/1862969367631135209,No Images
"She’s so proud of publishing a 6 year old private email between a mother and her son that she’s offering you a way around the NYT paywall. 

President Trump is right about scum like this — #EnemyOfThePeople",2024-11-30,https://x.com/SeanParnellUSA/status/1862865995833954451,No Images
,2024-11-29,https://x.com/JDVance/status/1862285652609388954,https://pbs.twimg.com/media/Gdgq7cGXsAAO1k7?format=jpg&name=medium
"Happy Thanksgiving everyone! Despite our challenges, we remain the greatest nation in the world, and I'm very grateful for it--and for all of you!",2024-11-28,https://x.com/JDVance/status/1862225546303656172,No Images
It’s important for our friends and neighbors to not let poison into our country. If they fail to meet this basic obligation they’re going to pay up.,2024-11-26,https://x.com/JDVance/status/1861213541446963495,https://pbs.twimg.com/media/GdRb2ewXkAAbozz?format=jpg&name=large
"If Donald J. Trump had lost an election, he may very well have spent the rest of his life in prison.

These prosecutions were always political. Now it's time to ensure what happened to President Trump never happens in this country again.",2024-11-25,https://x.com/JDVance/status/1861122371093930365,https://pbs.twimg.com/media/GdQHAxiXIAA0_6T?format=jpg&name=medium
"Senator 
@Eric_Schmitt
: ""Pam Bondi is a smart, capable, tough person who I think is going to restore respect in that department.""

WELKER: ""So she has your vote, Senator?""

SCHMITT: ""Oh absolutely... This is a home run by President Trump.""",2024-11-24,https://x.com/TrumpWarRoom/status/1860689857326051548,https://pbs.twimg.com/ext_tw_video_thumb/1860689012291170304/pu/img/-O7jgPtbD0rgBKBL.jpg
,2024-11-23,https://x.com/elonmusk/status/1860466266789609518,https://pbs.twimg.com/media/GdGx21vagAAeSWp?format=jpg&name=medium
I’m extremely grateful for the work Matt put into the nomination process. He made his decision to withdraw entirely out of respect for President Trump’s administration. Matt is a patriot and I look forward to seeing what he does next.,2024-11-21,https://x.com/JDVance/status/1859695517976101249,No Images
"Donald J. Trump just won a major electoral victory. His coattails turned a 49-51 senate to a 53-47 senate.

He deserves a cabinet that is loyal to the agenda he was elected to implement.",2024-11-20,https://x.com/JDVance/status/1859253884415332418,No Images
Congrats to Howard on this nomination!,2024-11-19,https://x.com/JDVance/status/1859000272233910464,https://pbs.twimg.com/media/Gcx5N4IXwAAiDVw?format=jpg&name=small
"Senator 
@Eric_Schmitt
: ""Pam Bondi is a smart, capable, tough person who I think is going to restore respect in that department.""

WELKER: ""So she has your vote, Senator?""

SCHMITT: ""Oh absolutely... This is a home run by President Trump.""",2024-11-24,https://x.com/TrumpWarRoom/status/1860689857326051548,No Images
Thank you @SheehyforMT. I’m grateful for your support and continued service to our great nation.  ,2024-11-18,https://x.com/TulsiGabbard/status/1858643352733782210,No Images
,2024-11-19,https://x.com/JDVance/status/1858867903212265516,https://pbs.twimg.com/media/GciR7nmWQAAX8l9?format=jpg&name=small
Saying true things about American public policy? The horror!,2024-11-18,https://x.com/JDVance/status/1858320562071744735,No Images
"They're attacking Pete Hegseth for having a Christian motto tattooed on his arm. This is disgusting anti-Christian bigotry from the AP, and the entire organization should be ashamed of itself.",2024-11-15,https://x.com/JDVance/status/1857547140010225962,No Images
"I am thrilled to announce Robert F. Kennedy Jr. as The United States Secretary of Health and Human Services (HHS). For too long, Americans have been crushed by the industrial food complex and drug companies who have engaged in deception, misinformation, and disinformation when it",2024-11-14,https://x.com/realDonaldTrump/status/1857170020427595797,No Images
"Robert F Kennedy Jr will be The Secretary of Health and Human Services!
Promises Made Promises Kept ",2024-11-14,https://x.com/DonaldJTrumpJr/status/1857168002837352564,"https://pbs.twimg.com/media/GcX8c9gWsAEYz7u?format=jpg&name=small, https://pbs.twimg.com/media/GcX8c9hXMAER7NM?format=jpg&name=small, https://pbs.twimg.com/media/GcX8c9fWQAAl1eR?format=jpg&name=900x900"
"The main issue with Matt Gaetz is that he used his office to prosecute his political opponents and authorized federal agents to harass parents who were peacefully protesting at school board meetings.

Oh wait, that's actually Merrick Garland, the current attorney general.",2024-11-14,https://x.com/JDVance/status/1856862556628951435,No Images
Eric is one of the best. He'll be a tremendous help to the president as we work to stop the weaponization of government against American citizens.,2024-11-11,https://x.com/JDVance/status/1856011379519680970,No Images
"This is another fantastic pick by the president. Congrats 
@StephenM
!",2024-11-11,https://x.com/JDVance/status/1856004703672324263,No Images
"Congratulations 
@RealTomHoman
 on being given responsibility for enforcing our borders!",2024-11-11,https://x.com/elonmusk/status/1855839065465290948,No Images
"Thank you to all the veterans out there for putting on this country's uniform. In a country blessed with incredible natural resources, perhaps the most valuable resource we have is that millions of people are willing to serve in uniform. 

We are grateful to you!",2024-11-11,https://x.com/JDVance/status/1855988357416820777,No Images
Happy Birthday to my fellow Marines! 249 years and counting!,2024-11-10,https://x.com/JDVance/status/1855638337127641572,No Images
"One of the most important skills I see in successful (and good) people is to constantly reevaluate assumptions. They make predictions based on various inputs, some of them unknown, and reevaluate based on what they got right and wrong. They trust people not because they're always",2024-11-08,https://x.com/JDVance/status/1854925621425533043,No Images
This is great news. Susie was a huge asset to President Trump on the campaign and will be a huge asset in the White House. She's also just a really good person. Onward!,2024-11-07,https://x.com/JDVance/status/1854656937813852476,https://pbs.twimg.com/media/Gb0QncebwAEjNis?format=png&name=medium
"THANK YOU! 

To my beautiful wife for making it possible to do this. 

To President Donald J. Trump, for giving me such an opportunity to serve our country at this level. 

And to the American people, for their trust. I will never stop fighting for ALL of you.",2024-11-06,https://x.com/JDVance/status/1854171618282455540,No Images
"Have you voted yet? 

If not, it's really simple: if you think groceries should be more affordable and the border should be secure, get out there and vote for Donald J. Trump. 

Kamala Harris broke it and Trump will fix it, but only if you get out there and vote for him!",2024-11-05,https://x.com/JDVance/status/1853931534224363931,No Images
Go vote! Do it right now!,2024-11-05,https://x.com/JDVance/status/1853905251276824814,No Images
"POTUS speaks the truth. Stay in line. They have to let you vote. 

So far, things look good, but still very early. We could still win or lose this thing. Get out there and vote.",2024-11-05,https://x.com/JDVance/status/1853877946856948081,No Images
"We're hearing a lot about long lines and high enthusiasm. Get in line, stay in line, and VOTE. 

Today is the day we take back our country.",2024-11-05,https://x.com/JDVance/status/1853819625647267974,No Images
Atlas turns 1 today. You know what he wants for his birthday? For you to get out there and vote for Donald J. Trump for president (and his dad for veep),2024-11-05,https://x.com/JDVance/status/1853796992247357777,https://pbs.twimg.com/media/GboCV0FXEAAG6Sn?format=jpg&name=medium
,2024-11-05,https://x.com/JDVance/status/1853796994449346907,No Images
"Day one for Kamala Harris was 1,400 days ago. If she actually believed in anything she promised to do during this campaign, she would've done it already.

President Trump will secure the border and save our economy. Make sure you vote tomorrow",2024-11-05,https://x.com/JDVance/status/1853651813011984799,https://pbs.twimg.com/ext_tw_video_thumb/1853651553174831104/pu/img/pnPZWI66dJKd3073.jpg
"Kamala Harris said she wants to raise your taxes and send your money to EV companies that make their cars in China.

Donald Trump will cut your taxes and pressure companies to make their products right here in America.",2024-11-05,https://x.com/JDVance/status/1853591614356127998,https://pbs.twimg.com/ext_tw_video_thumb/1853591270758719488/pu/img/azziBOLzFe7SEpZz.jpg
"Great seeing Former WI Governor Tommy Thompson at our event in La Crosse this morning!

Wisconsin is ready to put Donald J. Trump back in the White House ",2024-11-04,https://x.com/JDVance/status/1853515748976791702,"https://pbs.twimg.com/media/GbkCtbeWgAAKyw0?format=jpg&name=small, https://pbs.twimg.com/media/GbkCtbgXcAA8ip9?format=jpg&name=small, https://pbs.twimg.com/media/GbkCtbfXMAAqAck?format=jpg&name=small, https://pbs.twimg.com/media/GbkCtbfXAAAb5y0?format=jpg&name=900x900"
"Make Six Packs Great Again. 

Vote for Donald J. Trump",2024-11-04,https://x.com/JDVance/status/1853476540056543614,https://pbs.twimg.com/ext_tw_video_thumb/1853476353607180288/pu/img/D2BtZmP9_gzkiu2S.jpg
"This is a massive victory for election integrity in Pennsylvania.

We have to swamp the vote and ensure every legitimate vote is counted. Make sure you've got a plan to vote:

http://SwampTheVoteUSA.com",2024-10-30,https://x.com/JDVance/status/1851723202747318588,No Images
"One of Kamala Harris's biggest donors is doubling down on calling half the country ""garbage."" 

Will Kamala and her campaign return his contributions? Or will they continue to insult half of the country for the sin of thinking Kamala Harris isn't good at her job?",2024-10-30,https://x.com/JDVance/status/1851592799293976603,No Images
"A mother mourning her son who died of a fentanyl overdose is not garbage. A truck driver who can't afford rising diesel prices is not garbage. A father who wants to afford groceries is not garbage. 

Kamala Harris and Joe Biden ought to be ashamed of themselves.",2024-10-30,https://x.com/JDVance/status/1851450682781352146,https://pbs.twimg.com/ext_tw_video_thumb/1851421150196207616/pu/img/hvtc0QDPoWj7Bd_z.jpg
"""The only garbage I see floating out there is his supporters."" That's a direct quote. That's what Kamala Harris's boss said. This is how Politico decided to report it:

Do 
@JonLemire
 @alexanderburns
  @politico
 have an ounce of integrity? Will they correct this obvious falsehood?",2024-10-30,https://x.com/JDVance/status/1851430778254876701,https://pbs.twimg.com/media/GbGZ0ulbMAAsX7a?format=jpg&name=medium
"Here's the actual video.

The fact that these ""journalists"" are covering for a catastrophic error from Kamala's campaign is a scandal.",2024-10-30,https://x.com/JDVance/status/1851431364421435819,https://pbs.twimg.com/ext_tw_video_thumb/1851431165070360576/pu/img/NkPpj_BrJ2tgfxOc.jpg
Will the networks that obsessively covered a joke from a comedian at a Trump rally cover the fact that the Kamala Harris campaign is insulting half of the country? Will they even report honestly on this disgusting behavior from our present leadership?,2024-10-30,https://x.com/JDVance/status/1851431669900984803,No Images
"This is disgusting. Kamala Harris and her boss Joe Biden are attacking half of the country. 

There's no excuse for this. I hope Americans reject it.",2024-10-30,https://x.com/JDVance/status/1851419418842034332,No Images
"Election Day is One Week Away and these folks in Michigan are FIRED UP to put 
@realDonaldTrump
 back in the White House!",2024-10-29,https://x.com/JDVance/status/1851403437155471420,"https://pbs.twimg.com/media/GbGBhHnXMAAQO-O?format=jpg&name=small, https://pbs.twimg.com/media/GbGBhHrXcAI_aXz?format=jpg&name=small, https://pbs.twimg.com/media/GbGBhHlW8AA2f-9?format=jpg&name=small, https://pbs.twimg.com/media/GbGBhHmXkAEDkZO?format=jpg&name=small"
Kamala Harris broke it. Donald Trump will fix it.,2024-10-29,https://x.com/JDVance/status/1851261393477009854,https://pbs.twimg.com/ext_tw_video_thumb/1851261321943076864/pu/img/WEDxHdOOTbs5Zm9q.jpg
"From Wausau to Racine, another great day on the trail! Thank you Wisconsin!",2024-10-29,https://x.com/JDVance/status/1851080132926005334,"https://pbs.twimg.com/media/GbBbiHDWQAA5Gws?format=jpg&name=small, https://pbs.twimg.com/media/GbBbiqgWkAAkAe8?format=jpg&name=small, https://pbs.twimg.com/media/GbBbjQgWMAAwirH?format=jpg&name=small, https://pbs.twimg.com/media/GbBbj5xXwAALo4i?format=jpg&name=small"
"Jocelyn Nungaray should be alive today.

If Kamala Harris did her job and secured the southern border, she still would be.",2024-10-28,https://x.com/JDVance/status/1851008333060125183,https://pbs.twimg.com/amplify_video_thumb/1850959250677198848/img/yd92SK53QF4Asfpb.jpg
"There are so many reasons this is ridiculous, but here's one:

Who do you actually think the gross majority of the men who stormed the beaches at Normandy would vote for? 

The answer is obvious: Donald J. Trump.",2024-10-28,https://x.com/JDVance/status/1850918361212854554,No Images
Many (though their numbers are dwindling) are still with us. I'd love to see a real poll of the guys who actually did fight the Nazis. I'd bet a lot of money over 75 percent of them are voting to Make America Great Again.,2024-10-28,https://x.com/JDVance/status/1850918731351982227,No Images
These guys weren't fighting to open the borders of their own nation or give taxpayer funded sex changes to illegal aliens. Sorry!,2024-10-28,https://x.com/JDVance/status/1850919101008384122,https://pbs.twimg.com/media/Ga_JGcHWcAAnn0N?format=jpg&name=medium
This was fun!,2024-10-27,https://x.com/JDVance/status/1850338092051521857,https://pbs.twimg.com/media/Ga1BXAibQAABiIx?format=jpg&name=medium
"What a patriot. 

https://x.com/remakingmanhood/status/1850239342926504137?s=46&t=KenVd9Nni7DbpaZGlhXOzQ…",2024-10-26,https://x.com/JDVance/status/1850292920840286321,No Images
